4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,
4,1,1,1,42,28,28,28,28,28,28,28,28,28,28,28,28,50,28,50,28,28,28,28,28,28,28,28,28,28,28,28,50,28,50,28,28,28,28,28,28,28,28,28,28,28,28,43,1,1,1,4,
4,1,1,1,12,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,20,1,1,1,4,
4,1,1,1,12,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,20,1,1,1,4,
4,10,1,1,12,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,20,1,1,1,4,
4,1,1,1,12,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,20,1,1,10,4,
4,1,1,1,58,28,50,28,50,28,50,28,50,28,28,50,28,59,28,59,36,50,36,50,36,50,36,50,36,36,50,36,59,36,59,28,50,28,50,28,50,28,50,28,28,50,28,57,1,1,1,4,
4,1,1,1,12,1,20,1,12,1,20,1,12,1,0,20,1,12,1,20,1,12,1,20,1,12,1,20,1,0,12,1,20,1,12,1,20,1,12,1,20,1,12,1,1,20,1,20,1,1,1,4,
4,1,1,1,58,36,49,36,59,36,59,36,49,36,36,49,36,49,36,49,28,49,28,59,28,59,28,49,28,28,49,28,49,28,49,36,49,36,59,36,59,36,49,36,36,49,36,57,1,1,1,4,
4,1,1,1,12,1,1,1,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,20,1,1,1,4,
4,1,1,1,12,1,1,1,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,20,1,1,1,4,
4,1,1,1,12,1,1,1,58,28,57,9,9,9,9,9,9,9,9,9,9,9,9,58,36,57,9,9,9,9,9,9,9,9,9,9,9,9,58,36,57,9,9,9,9,9,9,20,1,1,1,4,
4,2,28,28,57,1,1,1,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,58,28,28,2,4,
4,2,28,28,57,1,1,1,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,58,28,28,2,4,
4,1,1,1,20,1,1,1,58,36,57,9,9,9,9,9,9,9,9,9,9,9,9,58,28,57,9,9,9,9,9,9,9,9,9,9,9,9,58,28,57,9,9,9,9,9,9,12,1,1,1,4,
4,1,1,1,20,1,1,1,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,12,1,1,1,4,
4,1,1,1,20,1,1,1,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,12,1,1,1,4,
4,1,1,1,58,28,50,28,59,28,59,28,50,28,28,50,28,50,28,50,36,50,36,59,36,59,36,50,36,36,50,36,50,36,50,28,50,28,59,28,59,28,50,28,28,50,28,57,1,1,1,4,
4,1,1,1,20,1,12,1,20,1,12,1,20,1,0,12,1,20,1,20,1,20,1,12,1,20,1,12,1,1,20,1,12,1,12,1,12,1,20,1,12,1,20,1,1,12,1,12,1,1,1,4,
4,1,1,1,58,36,49,36,49,36,49,36,49,36,36,49,36,59,36,59,28,49,28,49,28,49,28,49,28,28,49,28,59,28,59,36,49,36,49,36,49,36,49,36,36,49,36,57,1,1,1,4,
4,1,1,1,20,9,9,9,9,9,9,9,9,9,9,9,9,12,1,20,9,9,9,9,9,9,9,9,9,9,9,9,20,1,12,9,9,9,9,9,9,9,9,9,9,9,9,12,1,1,1,4,
